Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
31,Female,2,Content Marketing Manager,8,120000,Canada,Asian,0
28,Male,1,Digital Marketing Manager,4,80000,Australia,Asian,0
29,Male,1,Product Marketing Manager,6,100000,Canada,Black,1
35,Female,3,Director of Marketing,12,170000,Canada,Asian,0
27,Male,0,Sales Representative,3,50000,UK,Mixed,0
33,Female,1,Marketing Manager,9,140000,USA,Asian,0
30,Male,2,Financial Manager,7,120000,Australia,Australian,0
25,Female,1,Marketing Manager,2,55000,Canada,Asian,0
26,Male,1,Product Marketing Manager,5,85000,China,Korean,1
29,Female,2,Content Marketing Manager,4,80000,UK,Welsh,0
34,Male,3,Director of Marketing,12,170000,USA,Hispanic,0
31,Male,1,Sales Director,9,140000,USA,African American,0
24,Female,0,Sales Associate,1,30000,USA,White,0
29,Male,1,Digital Marketing Manager,6,95000,USA,African American,0
27,Female,2,Content Marketing Manager,4,80000,UK,White,0
33,Male,3,Sales Director,10,155000,UK,Mixed,0
21,Female,0,Sales Representative,0,25000,Australia,White,0
36,Male,1,Sales Manager,11,160000,Australia,Asian,0
25,Female,1,Marketing Manager,3,65000,UK,Asian,0
30,Male,2,Financial Manager,7,120000,Canada,Asian,0
28,Female,3,Director of Marketing,6,105000,China,White,0
26,Male,1,Product Marketing Manager,5,85000,China,White,1
28,Female,2,Marketing Manager,7,110000,UK,White,0
34,Male,3,Director of Marketing,12,170000,Canada,Asian,0
31,Male,1,Sales Director,9,140000,USA,African American,0
24,Female,0,Sales Associate,1,30000,USA,African American,0
29,Male,1,Digital Marketing Manager,6,95000,USA,Hispanic,0
27,Female,2,Content Marketing Manager,4,80000,Canada,Asian,0
33,Male,3,Sales Director,10,155000,Canada,White,0
21,Female,0,Sales Representative,0,25000,UK,White,0
36,Male,1,Sales Manager,11,160000,UK,Asian,0
25,Female,1,Marketing Manager,3,65000,China,Korean,0
30,Male,2,Financial Manager,7,120000,Australia,Asian,0
28,Female,3,Director of Marketing,6,105000,Australia,Australian,0
26,Male,1,Product Marketing Manager,5,85000,USA,African American,1
28,Female,2,Marketing Manager,7,110000,Australia,Australian,0
34,Male,3,Director of Marketing,12,170000,China,Chinese,0
31,Male,1,Sales Director,9,140000,USA,Asian,0
24,Female,0,Sales Associate,1,30000,Canada,Black,0
29,Male,1,Digital Marketing Manager,6,95000,Australia,Asian,0
27,Female,2,Content Marketing Manager,4,80000,USA,White,0
33,Male,3,Sales Director,10,155000,Canada,White,0
21,Female,0,Sales Representative,0,25000,Australia,White,0
36,Male,1,Sales Manager,11,160000,Canada,Black,0
25,Female,1,Marketing Manager,3,65000,USA,Asian,0
30,Male,2,Financial Manager,7,120000,China,White,0
28,Female,3,Director of Marketing,6,105000,China,Korean,0
26,Male,1,Product Marketing Manager,5,85000,Canada,White,1
28,Female,2,Marketing Manager,7,110000,USA,Asian,0
34,Male,3,Director of Marketing,12,170000,UK,Mixed,0
31,Male,1,Sales Director,9,140000,Australia,White,0
24,Female,0,Sales Associate,1,30000,China,Korean,0
29,Male,1,Digital Marketing Manager,6,95000,USA,Hispanic,0
27,Female,2,Content Marketing Manager,4,80000,Canada,Asian,0
33,Male,3,Sales Director,10,155000,USA,African American,0
21,Female,0,Sales Representative,0,25000,Australia,Australian,0
36,Male,1,Sales Manager,11,160000,Canada,White,0
25,Female,1,Marketing Manager,3,65000,USA,White,0
30,Male,2,Financial Manager,7,120000,UK,Mixed,0
28,Female,3,Director of Marketing,6,105000,USA,Asian,0
26,Male,1,Product Marketing Manager,5,85000,Australia,White,1
28,Female,2,Marketing Manager,7,110000,Canada,Asian,0
34,Male,3,Director of Marketing,12,170000,China,Korean,0
31,Male,1,Sales Director,9,140000,Australia,White,0
24,Female,0,Sales Associate,1,30000,China,Korean,0
29,Male,1,Digital Marketing Manager,6,95000,China,White,0
27,Female,2,Content Marketing Manager,4,80000,UK,Mixed,0
33,Male,3,Sales Director,10,155000,Canada,White,0
21,Female,0,Sales Representative,0,25000,China,Korean,0
36,Male,1,Sales Manager,11,160000,USA,African American,0
25,Female,1,Marketing Manager,3,65000,China,White,0
30,Male,2,Financial Manager,7,120000,China,White,0
28,Female,3,Director of Marketing,6,105000,Australia,Asian,0
26,Male,1,Product Marketing Manager,5,85000,USA,Hispanic,1
28,Female,2,Marketing Manager,7,110000,USA,White,0
34,Male,3,Director of Marketing,12,170000,Canada,Asian,0
31,Male,1,Sales Director,9,140000,UK,Asian,0
24,Female,0,Sales Associate,1,30000,China,Chinese,0
29,Male,1,Digital Marketing Manager,6,95000,USA,African American,0
27,Female,2,Content Marketing Manager,4,80000,USA,Asian,0
33,Male,3,Sales Director,10,155000,China,White,0
21,Female,0,Sales Representative,0,25000,USA,African American,0
36,Male,1,Sales Manager,11,160000,USA,Asian,0
25,Female,1,Marketing Manager,3,65000,Canada,Black,0
30,Male,2,Financial Manager,7,120000,USA,White,0
28,Female,3,Director of Marketing,6,105000,Canada,Asian,0
26,Male,1,Product Marketing Manager,5,85000,UK,Welsh,1
28,Female,2,Marketing Manager,7,110000,China,Chinese,0
34,Male,3,Director of Marketing,12,170000,USA,Asian,0
31,Male,1,Sales Director,9,140000,China,Chinese,0
24,Female,0,Sales Associate,1,30000,Canada,Asian,0
29,Male,1,Digital Marketing Manager,6,95000,China,Korean,0
27,Female,2,Content Marketing Manager,4,80000,Canada,Asian,0
33,Male,3,Sales Director,10,155000,China,Chinese,0
21,Female,0,Sales Representative,0,25000,Australia,Asian,0
36,Male,1,Sales Manager,11,160000,Canada,Asian,0
25,Female,1,Marketing Manager,3,65000,Australia,Asian,0
30,Male,2,Financial Manager,7,120000,USA,White,0
28,Female,3,Director of Marketing,6,105000,Australia,Asian,0
26,Male,1,Product Marketing Manager,5,85000,USA,Hispanic,1
28,Female,2,Marketing Manager,7,110000,China,Korean,0
34,Male,3,Director of Marketing,12,170000,Canada,Black,0
31,Male,1,Sales Director,9,140000,China,Korean,0
24,Female,0,Sales Associate,1,30000,UK,Mixed,0
29,Male,1,Digital Marketing Manager,6,95000,Australia,Asian,0
27,Female,2,Content Marketing Manager,4,80000,Australia,Asian,0
33,Male,3,Sales Director,10,155000,Australia,White,0
21,Female,0,Sales Representative,0,25000,Australia,Australian,0
36,Male,1,Sales Manager,11,160000,Canada,Black,0
25,Female,1,Marketing Manager,3,65000,UK,Welsh,0
30,Male,2,Financial Manager,7,120000,China,Korean,0
28,Female,3,Director of Marketing,6,105000,USA,Hispanic,0
26,Male,1,Product Marketing Manager,5,85000,USA,African American,1
28,Female,2,Marketing Manager,7,110000,UK,Mixed,0
34,Male,3,Director of Marketing,12,170000,Australia,Asian,0
31,Male,1,Sales Director,9,140000,China,Chinese,0
24,Female,0,Sales Associate,1,30000,Australia,White,0
29,Male,1,Digital Marketing Manager,6,95000,Australia,Australian,0
27,Female,2,Content Marketing Manager,4,80000,Australia,White,0
33,Male,3,Sales Director,10,155000,USA,African American,0
21,Female,0,Sales Representative,0,25000,China,Chinese,0
36,Male,1,Sales Manager,11,160000,USA,Asian,0
23,Male,1,Software Engineer,1,60000,China,White,0
39,Female,2,Marketing Manager,12,150000,Canada,Asian,0
28,Male,1,Financial Analyst,4,80000,Canada,White,0
31,Female,3,Research Scientist,8,120000,Canada,White,0
35,Male,1,Project Manager,10,130000,Canada,Black,0
27,Female,1,Graphic Designer,2,50000,USA,Hispanic,0
42,Male,2,Software Engineer,18,180000,China,Korean,1
29,Female,1,Digital Marketing Specialist,3,60000,Canada,Asian,0
33,Male,1,Marketing Manager,7,110000,Australia,Asian,0
24,Female,0,Sales Associate,0,25000,UK,White,0
30,Male,2,Financial Analyst,6,100000,UK,White,0
26,Female,1,Social Media Manager,3,55000,USA,African American,0
32,Male,3,Data Scientist,9,140000,UK,Asian,0
22,Female,0,Receptionist,0,25000,UK,Asian,0
37,Male,1,Product Manager,12,150000,UK,Welsh,0
38,Female,2,Marketing Director,14,170000,Australia,White,0
25,Male,1,Software Engineer,1,55000,Australia,Asian,0
29,Female,1,Marketing Coordinator,4,65000,China,Korean,0
27,Male,1,Product Designer,3,60000,USA,African American,0
34,Female,3,Research Director,10,150000,Australia,Asian,0
26,Male,1,Marketing Analyst,2,50000,Australia,White,0
31,Female,2,Financial Manager,7,120000,UK,Mixed,0
25,Male,1,Software Engineer,1,55000,China,White,0
29,Female,1,Marketing Coordinator,4,65000,China,Chinese,0
27,Male,1,Product Designer,3,60000,Canada,Black,0
34,Female,3,Research Director,10,150000,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000,China,White,0
31,Female,2,Financial Manager,7,120000,Australia,Australian,0
23,Male,1,Software Engineer,1,60000,Australia,Asian,0
39,Female,2,Marketing Manager,12,150000,Australia,Australian,0
28,Male,1,Financial Analyst,4,80000,China,White,0
31,Female,3,Research Scientist,8,120000,Canada,Black,0
35,Male,1,Project Manager,10,130000,UK,Asian,0
27,Female,1,Graphic Designer,2,50000,UK,Asian,0
42,Male,2,Software Engineer,18,180000,UK,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000,USA,Hispanic,0
33,Male,1,Marketing Manager,7,110000,Canada,Asian,0
24,Female,0,Sales Associate,0,25000,Canada,Black,0
30,Male,2,Financial Analyst,6,100000,China,White,0
26,Female,1,Social Media Manager,3,55000,USA,African American,0
32,Male,3,Data Scientist,9,140000,USA,Asian,0
22,Female,0,Receptionist,0,25000,UK,White,0
37,Male,1,Product Manager,12,150000,Canada,Asian,0
38,Female,2,Marketing Director,14,170000,Canada,Black,0
25,Male,1,Software Engineer,1,55000,UK,Mixed,0
29,Female,1,Marketing Coordinator,4,65000,Canada,Black,0
27,Male,1,Product Designer,3,60000,China,Korean,0
34,Female,3,Research Director,10,150000,China,White,0
26,Male,1,Marketing Analyst,2,50000,Australia,Australian,0
31,Female,2,Financial Manager,7,120000,Canada,Asian,0
25,Male,1,Software Engineer,1,55000,Australia,Australian,0
29,Female,1,Marketing Coordinator,4,65000,Australia,White,0
27,Male,1,Product Designer,3,60000,USA,African American,0
34,Female,3,Research Director,10,150000,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000,UK,White,0
31,Female,2,Financial Manager,7,120000,Australia,White,0
23,Male,1,Software Engineer,1,60000,Australia,Australian,0
39,Female,2,Marketing Manager,12,150000,China,Chinese,0
28,Male,1,Financial Analyst,4,80000,China,Korean,0
31,Female,3,Research Scientist,8,120000,China,White,0
35,Male,1,Project Manager,10,130000,USA,White,0
27,Female,1,Graphic Designer,2,50000,China,Korean,0
42,Male,2,Software Engineer,18,180000,Canada,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000,Canada,Asian,0
33,Male,1,Marketing Manager,7,110000,Canada,Black,0
24,Female,0,Sales Associate,0,25000,USA,Hispanic,0
30,Male,2,Financial Analyst,6,100000,Canada,Black,0
26,Female,1,Social Media Manager,3,55000,Australia,Asian,0
32,Male,3,Data Scientist,9,140000,Canada,White,0
22,Female,0,Receptionist,0,25000,USA,White,0
37,Male,1,Product Manager,12,150000,USA,Asian,0
38,Female,2,Marketing Director,14,170000,Australia,White,0
25,Male,1,Software Engineer,1,55000,China,Chinese,0
29,Female,1,Marketing Coordinator,4,65000,Canada,Asian,0
27,Male,1,Product Designer,3,60000,China,Korean,0
34,Female,3,Research Director,10,150000,UK,Welsh,0
26,Male,1,Marketing Analyst,2,50000,UK,Asian,0
31,Female,2,Financial Manager,7,120000,USA,Asian,0
25,Male,1,Software Engineer,1,55000,China,Chinese,0
29,Female,1,Marketing Coordinator,4,65000,China,Korean,0
27,Male,1,Product Designer,3,60000,UK,Asian,0
34,Female,3,Research Director,10,150000,China,Korean,0
26,Male,1,Marketing Analyst,2,50000,UK,Welsh,0
31,Female,2,Financial Manager,7,120000,Canada,Black,0
23,Male,1,Software Engineer,1,60000,USA,Hispanic,0
39,Female,2,Marketing Manager,12,150000,UK,Asian,0
28,Male,1,Financial Analyst,4,80000,China,Korean,0
31,Female,3,Research Scientist,8,120000,Australia,Asian,0
35,Male,1,Project Manager,10,130000,China,White,0
27,Female,1,Graphic Designer,2,50000,USA,Hispanic,0
42,Male,2,Software Engineer,18,180000,USA,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000,UK,Welsh,0
33,Male,1,Marketing Manager,7,110000,USA,Asian,0
24,Female,0,Sales Associate,0,25000,Canada,White,0
30,Male,2,Financial Analyst,6,100000,Australia,Australian,0
26,Female,1,Social Media Manager,3,55000,Canada,White,0
32,Male,3,Data Scientist,9,140000,China,Chinese,0
22,Female,0,Receptionist,0,25000,Canada,Asian,0
37,Male,1,Product Manager,12,150000,USA,White,0
38,Female,2,Marketing Director,14,170000,USA,Hispanic,0
25,Male,1,Software Engineer,1,55000,USA,African American,0
29,Female,1,Marketing Coordinator,4,65000,UK,Welsh,0
27,Male,1,Product Designer,3,60000,UK,Welsh,0
34,Female,3,Research Director,10,150000,UK,Mixed,0
26,Male,1,Marketing Analyst,2,50000,Canada,Asian,0
31,Female,2,Financial Manager,7,120000,China,White,0
25,Male,1,Software Engineer,1,55000,China,Korean,0
29,Female,1,Marketing Coordinator,4,65000,USA,Hispanic,0
27,Male,1,Product Designer,3,60000,Australia,Australian,0
34,Female,3,Research Director,10,150000,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000,UK,White,0
31,Female,2,Financial Manager,7,120000,Canada,Black,0
23,Male,1,Software Engineer,1,60000,China,Chinese,0
39,Female,2,Marketing Manager,12,150000,USA,Asian,0
28,Male,1,Financial Analyst,4,80000,Canada,Black,0
31,Female,3,Research Scientist,8,120000,Canada,Asian,0
35,Male,1,Project Manager,10,130000,Australia,Australian,0
27,Female,1,Graphic Designer,2,50000,UK,Asian,0
42,Male,2,Software Engineer,18,180000,UK,Mixed,1
29,Female,1,Digital Marketing Specialist,3,60000,Canada,White,0
33,Male,1,Marketing Manager,7,110000,Australia,Asian,0
24,Female,0,Sales Associate,0,25000,Canada,Asian,0
30,Male,2,Financial Analyst,6,100000,Australia,Asian,0
28,Male,1,Software Engineer,3,85000,Canada,Asian,0
36,Female,2,Marketing Director,11,160000,China,White,0
25,Male,1,Financial Analyst,1,55000,USA,Hispanic,0
29,Female,3,Data Scientist,5,100000,China,Korean,0
33,Male,1,Project Manager,8,120000,Canada,Asian,0
27,Female,1,Graphic Designer,2,50000,UK,Welsh,0
43,Male,2,Software Engineer,19,185000,UK,Welsh,1
30,Female,1,Digital Marketing Specialist,4,65000,Australia,Australian,0
34,Male,1,Marketing Manager,9,130000,China,Korean,0
25,Female,0,Sales Associate,0,25000,Canada,White,0
31,Male,2,Financial Analyst,6,100000,China,Chinese,0
27,Female,1,Social Media Manager,3,55000,Canada,Black,0
33,Male,3,Research Scientist,10,150000,Australia,White,0
23,Female,0,Receptionist,0,25000,Australia,Australian,0
38,Male,1,Product Manager,13,160000,Australia,Asian,0
39,Female,2,Marketing Manager,14,170000,Canada,Black,0
26,Male,1,Software Engineer,1,55000,Australia,Asian,0
30,Female,1,Marketing Coordinator,4,65000,Canada,White,0
28,Male,1,Product Designer,3,60000,UK,White,0
35,Female,3,Research Director,11,160000,UK,Welsh,0
27,Male,1,Marketing Analyst,2,50000,UK,White,0
32,Female,2,Financial Manager,8,120000,UK,Welsh,0
26,Male,1,Software Engineer,1,55000,China,White,0
30,Female,1,Marketing Coordinator,4,65000,Canada,Black,0
28,Male,1,Product Designer,3,60000,USA,African American,0
35,Female,3,Research Director,11,160000,Canada,Black,0
27,Male,1,Marketing Analyst,2,50000,China,Chinese,0
32,Female,2,Financial Manager,8,120000,Australia,Australian,0
28,Male,1,Software Engineer,3,85000,UK,Welsh,0
36,Female,2,Marketing Director,11,160000,USA,White,0
25,Male,1,Financial Analyst,1,55000,Canada,White,0
29,Female,3,Data Scientist,5,100000,USA,African American,0
33,Male,1,Project Manager,8,120000,Australia,Asian,0
27,Female,1,Graphic Designer,2,50000,China,Chinese,0
43,Male,2,Software Engineer,19,185000,UK,Mixed,1
30,Female,1,Digital Marketing Specialist,4,65000,China,Chinese,0
34,Male,1,Marketing Manager,9,130000,UK,Asian,0
25,Female,0,Sales Associate,0,25000,Australia,Asian,0
31,Male,2,Financial Analyst,6,100000,Australia,White,0
27,Female,1,Social Media Manager,3,55000,USA,Hispanic,0
33,Male,3,Research Scientist,10,150000,China,White,0
23,Female,0,Receptionist,0,25000,UK,White,0
38,Male,1,Product Manager,13,160000,Canada,Asian,0
39,Female,2,Marketing Manager,14,170000,Australia,White,0
26,Male,1,Software Engineer,1,55000,Canada,Asian,0
30,Female,1,Marketing Coordinator,4,65000,China,Korean,0
28,Male,1,Product Designer,3,60000,UK,Welsh,0
35,Female,3,Research Director,11,160000,UK,Welsh,0
27,Male,1,Marketing Analyst,2,50000,USA,Hispanic,0
32,Female,2,Financial Manager,8,120000,Australia,Australian,0
26,Male,1,Software Engineer,1,55000,China,White,0
30,Female,1,Marketing Coordinator,4,65000,Canada,White,0
28,Male,1,Product Designer,3,60000,UK,White,0
35,Female,3,Research Director,11,160000,China,Chinese,0
27,Male,1,Marketing Analyst,2,50000,USA,Asian,0
32,Female,2,Financial Manager,8,120000,UK,Welsh,0
28,Male,1,Software Engineer,3,85000,Canada,Asian,0
36,Female,2,Marketing Director,11,160000,Canada,Black,0
25,Male,1,Financial Analyst,1,55000,USA,African American,0
29,Female,3,Data Scientist,5,100000,USA,African American,0
33,Male,1,Project Manager,8,120000,Canada,White,0
27,Female,1,Graphic Designer,2,50000,Canada,Asian,0
43,Male,2,Software Engineer,19,185000,China,Chinese,1
30,Female,1,Digital Marketing Specialist,4,65000,Australia,Australian,0
34,Male,1,Marketing Manager,9,130000,Canada,Asian,0
25,Female,0,Sales Associate,0,25000,USA,African American,0
31,Male,2,Financial Analyst,6,100000,China,Chinese,0
27,Female,1,Social Media Manager,3,55000,China,Chinese,0
33,Male,3,Research Scientist,10,150000,Canada,Black,0
23,Female,0,Receptionist,0,25000,China,White,0
38,Male,1,Product Manager,13,160000,Australia,Australian,0
39,Female,2,Marketing Manager,14,170000,USA,Asian,0
26,Male,1,Software Engineer,1,55000,USA,White,0
30,Female,1,Marketing Coordinator,4,65000,UK,Welsh,0
28,Male,1,Product Designer,3,60000,UK,Mixed,0
35,Female,3,Research Director,11,160000,USA,African American,0
27,Male,1,Marketing Analyst,2,50000,UK,White,0
32,Female,2,Financial Manager,8,120000,UK,Mixed,0
26,Male,1,Software Engineer,1,55000,USA,Hispanic,0
30,Female,1,Marketing Coordinator,4,65000,Australia,White,0
28,Male,1,Product Designer,3,60000,UK,White,0
35,Female,3,Research Director,11,160000,UK,Welsh,0
27,Male,1,Marketing Analyst,2,50000,Australia,Asian,0
32,Female,2,Financial Manager,8,120000,USA,White,0
28,Male,1,Software Engineer,3,85000,USA,Asian,0
36,Female,2,Marketing Director,11,160000,China,White,0
25,Male,1,Financial Analyst,1,55000,Canada,Asian,0
29,Female,3,Data Scientist,5,100000,USA,Hispanic,0
33,Male,1,Project Manager,8,120000,USA,White,0
27,Female,1,Graphic Designer,2,50000,USA,Hispanic,0
43,Male,2,Software Engineer,19,185000,China,White,1
30,Female,1,Digital Marketing Specialist,4,65000,China,White,0
34,Male,1,Marketing Manager,9,130000,China,Korean,0
25,Female,0,Sales Associate,0,25000,Canada,Black,0
31,Male,2,Financial Analyst,6,100000,Australia,Australian,0
27,Female,1,Social Media Manager,3,55000,USA,African American,0
33,Male,3,Research Scientist,10,150000,USA,White,0
23,Female,0,Receptionist,0,25000,China,Chinese,0
38,Male,1,Product Manager,13,160000,China,Korean,0
39,Female,2,Marketing Manager,14,170000,Canada,Black,0
26,Male,1,Software Engineer,1,55000,UK,Welsh,0
30,Female,1,Marketing Coordinator,4,65000,USA,Asian,0
28,Male,1,Product Designer,3,60000,USA,Asian,0
35,Female,3,Research Director,11,160000,Australia,Asian,0
27,Male,1,Marketing Analyst,2,50000,Australia,Australian,0
32,Female,2,Financial Manager,8,120000,Australia,White,0
26,Male,1,Software Engineer,1,55000,Australia,Australian,0
30,Female,1,Marketing Coordinator,4,65000,UK,White,0
28,Male,1,Product Designer,3,60000,Canada,Black,0
35,Female,3,Research Director,11,160000,Canada,White,0
27,Male,1,Marketing Analyst,2,50000,Australia,White,0
32,Female,2,Financial Manager,8,120000,UK,Mixed,0
28,Male,1,Software Engineer,3,85000,Canada,Asian,0
36,Female,2,Marketing Director,11,160000,Australia,Australian,0
25,Male,1,Financial Analyst,1,55000,Australia,Asian,0
29,Female,3,Data Scientist,5,100000,USA,Asian,0
33,Male,1,Project Manager,8,120000,UK,Mixed,0
27,Female,1,Graphic Designer,2,50000,Australia,White,0
43,Male,2,Software Engineer,19,185000,Canada,Asian,1
30,Female,1,Digital Marketing Specialist,4,65000,China,Korean,0
34,Male,1,Marketing Manager,9,130000,Australia,Asian,0
25,Female,0,Sales Associate,0,25000,USA,Asian,0
31,Male,2,Financial Analyst,6,100000,UK,Welsh,0
27,Female,1,Social Media Manager,3,55000,Canada,Black,0
33,Male,3,Research Scientist,10,150000,China,White,0
27,Male,1,Software Engineer,3,85000,UK,Asian,0
35,Female,2,Marketing Director,11,160000,Canada,Asian,0
24,Male,1,Financial Analyst,1,55000,UK,White,0
28,Female,3,Data Scientist,5,100000,USA,Asian,0
32,Male,1,Project Manager,8,120000,USA,African American,0
26,Female,1,Graphic Designer,2,50000,USA,Hispanic,0
41,Male,2,Software Engineer,19,185000,China,White,1
29,Female,1,Digital Marketing Specialist,4,65000,Canada,White,0
33,Male,1,Marketing Manager,9,130000,USA,African American,0
24,Female,0,Sales Associate,0,25000,Canada,Black,0
30,Male,2,Financial Analyst,6,100000,UK,Welsh,0
26,Female,1,Social Media Manager,3,55000,USA,African American,0
32,Male,3,Research Scientist,10,150000,Australia,Asian,0
22,Female,0,Receptionist,0,25000,Canada,Black,0
37,Male,1,Product Manager,13,160000,UK,Asian,0
38,Female,2,Marketing Manager,14,170000,Australia,Australian,0
27,Male,1,Software Engineer,1,55000,UK,Asian,0
31,Female,1,Marketing Coordinator,4,65000,Australia,Asian,0
29,Male,1,Product Designer,3,60000,China,Chinese,0
34,Female,3,Research Director,11,160000,China,Korean,0
26,Male,1,Marketing Analyst,2,50000,Canada,Asian,0
31,Female,2,Financial Manager,8,120000,Canada,White,0
27,Male,1,Software Engineer,1,55000,UK,Asian,0
31,Female,1,Marketing Coordinator,4,65000,USA,Asian,0
29,Male,1,Product Designer,3,60000,Australia,Asian,0
34,Female,3,Research Director,11,160000,Australia,White,0
26,Male,1,Marketing Analyst,2,50000,China,Chinese,0
31,Female,2,Financial Manager,8,120000,Canada,Black,0
27,Male,1,Software Engineer,3,85000,China,White,0
35,Female,2,Marketing Director,11,160000,China,White,0
24,Male,1,Financial Analyst,1,55000,USA,White,0
28,Female,3,Data Scientist,5,100000,UK,Asian,0
32,Male,1,Project Manager,8,120000,Australia,Asian,0
26,Female,1,Graphic Designer,2,50000,Australia,Asian,0
41,Male,2,Software Engineer,19,185000,Australia,White,1
29,Female,1,Digital Marketing Specialist,4,65000,China,Chinese,0
33,Male,1,Marketing Manager,9,130000,Canada,Black,0
24,Female,0,Sales Associate,0,25000,UK,Asian,0
30,Male,2,Financial Analyst,6,100000,Australia,Asian,0
26,Female,1,Social Media Manager,3,55000,UK,Asian,0
32,Male,3,Research Scientist,10,150000,USA,Hispanic,0
22,Female,0,Receptionist,0,25000,UK,Asian,0
37,Male,1,Product Manager,13,160000,Canada,Black,0
38,Female,2,Marketing Manager,14,170000,Canada,Asian,0
27,Male,1,Software Engineer,1,55000,China,White,0
31,Female,1,Marketing Coordinator,4,65000,Australia,Australian,0
29,Male,1,Product Designer,3,60000,UK,Welsh,0
34,Female,3,Research Director,11,160000,China,White,0
26,Male,1,Marketing Analyst,2,50000,USA,White,0
31,Female,2,Financial Manager,8,120000,Australia,Asian,0
27,Male,1,Software Engineer,1,55000,China,White,0
31,Female,1,Marketing Coordinator,4,65000,China,Korean,0
29,Male,1,Product Designer,3,60000,China,Chinese,0
34,Female,3,Research Director,11,160000,Australia,Asian,0
26,Male,1,Marketing Analyst,2,50000,UK,Asian,0
31,Female,2,Financial Manager,8,120000,UK,White,0
27,Male,1,Software Engineer,3,85000,China,White,0
35,Female,2,Marketing Director,11,160000,USA,White,0
24,Male,1,Financial Analyst,1,55000,UK,White,0
28,Female,3,Data Scientist,5,100000,China,White,0
32,Male,1,Project Manager,8,120000,China,Chinese,0
26,Female,1,Graphic Designer,2,50000,Canada,Black,0
41,Male,2,Software Engineer,19,185000,Canada,Asian,1
29,Female,1,Digital Marketing Specialist,4,65000,China,Korean,0
33,Male,1,Marketing Manager,9,130000,UK,Asian,0
24,Female,0,Sales Associate,0,25000,Canada,Black,0
30,Male,2,Financial Analyst,6,100000,Australia,White,0
26,Female,1,Social Media Manager,3,55000,Canada,White,0
32,Male,3,Research Scientist,10,150000,USA,Hispanic,0
22,Female,0,Receptionist,0,25000,Canada,Asian,0
37,Male,1,Product Manager,13,160000,UK,Mixed,0
38,Female,2,Marketing Manager,14,170000,Australia,Asian,0
27,Male,1,Software Engineer,1,55000,Canada,Asian,0
31,Female,1,Marketing Coordinator,4,65000,Canada,Asian,0
29,Male,1,Product Designer,3,60000,Australia,Australian,0
34,Female,3,Research Director,11,160000,Canada,White,0
26,Male,1,Marketing Analyst,2,50000,USA,Hispanic,0
31,Female,2,Financial Manager,8,120000,Australia,Asian,0
27,Male,1,Software Engineer,1,55000,Australia,Asian,0
31,Female,1,Marketing Coordinator,4,65000,UK,Asian,0
29,Male,1,Product Designer,3,60000,UK,Mixed,0
34,Female,3,Research Director,11,160000,USA,Hispanic,0
26,Male,1,Marketing Analyst,2,50000,USA,Asian,0
31,Female,2,Financial Manager,8,120000,Australia,Australian,0
27,Male,1,Software Engineer,3,85000,Australia,White,0
35,Female,2,Marketing Director,11,160000,UK,White,0
24,Male,1,Financial Analyst,1,55000,UK,Mixed,0
28,Female,3,Data Scientist,5,100000,UK,White,0
32,Male,1,Project Manager,8,120000,Australia,White,0
26,Female,1,Graphic Designer,2,50000,Australia,Australian,0
41,Male,2,Software Engineer,19,185000,Australia,Asian,1
29,Female,1,Digital Marketing Specialist,4,65000,Australia,Australian,0
33,Male,1,Marketing Manager,9,130000,Canada,White,0
24,Female,0,Sales Associate,0,25000,Canada,Asian,0
30,Male,2,Financial Analyst,6,100000,China,Korean,0
26,Female,1,Social Media Manager,3,55000,China,White,0
32,Male,3,Research Scientist,10,150000,Canada,Black,0
22,Female,0,Receptionist,0,25000,Australia,Australian,0
37,Male,1,Product Manager,13,160000,UK,Welsh,0
38,Female,2,Marketing Manager,14,170000,UK,White,0
27,Male,1,Software Engineer,1,55000,Australia,Asian,0
31,Female,1,Marketing Coordinator,4,65000,China,Chinese,0
29,Male,1,Product Designer,3,60000,USA,Hispanic,0
34,Female,3,Research Director,11,160000,Australia,Australian,0
26,Male,1,Marketing Analyst,2,50000,UK,Mixed,0
31,Female,2,Financial Manager,8,120000,UK,Asian,0
27,Male,1,Software Engineer,1,55000,USA,African American,0
31,Female,1,Marketing Coordinator,4,65000,USA,Hispanic,0
29,Male,1,Product Designer,3,60000,USA,Asian,0
34,Female,3,Research Director,11,160000,Canada,Black,0
26,Male,1,Marketing Analyst,2,50000,UK,Asian,0
31,Female,2,Financial Manager,8,120000,USA,Asian,0
27,Male,1,Software Engineer,3,85000,China,Chinese,0
35,Female,2,Marketing Director,11,160000,Canada,Black,0
24,Male,1,Financial Analyst,1,55000,UK,Mixed,0
28,Female,3,Data Scientist,5,100000,UK,White,0
32,Male,1,Project Manager,8,120000,Australia,Asian,0
26,Female,1,Graphic Designer,2,50000,China,Chinese,0
41,Male,2,Software Engineer,19,185000,USA,Hispanic,1
29,Female,1,Digital Marketing Specialist,4,65000,Canada,Black,0
